job_id,run_name,status,classifier,model,model_name,input_mode,unfreeze_layers,head_type,loss_name,epochs,pooling,encoder_lr,classifier_lr,data_source,split_regime,uses_fixed_test_csv,train_size,val_size,test_size,val_macro_f1,test_loss,test_macro_f1,test_accuracy,best_epoch,start_phase,use_time_of_tweet,use_age_of_user,use_country,label,log_path,command
540885,bert_u4_mlp_ce_meta_age_std,complete,transformer,bert,bert-base-uncased,text,4,mlp,cross_entropy,5,auto,2e-5,1e-4,cache_records,fixed_test_csv,1,23358,4122,3534,0.7753,0.5062,0.7845,0.7816,3,1,,1,,bert | text | L4 | mlp | cross_entropy,/home/k/kimsh/cs4248/project/results/slurm_new_540885.log,python -u run_all.py --classifier transformer --model bert --max_length 128 --embed_batch_size 64 --batch_size 32 --eval_batch_size 64 --encoder_lr 2e-5 --classifier_lr 1e-4 --weight_decay 1e-2 --warmup_ratio 0.1 --pooling auto --dropout 0.1 --run_name bert_u4_mlp_ce_meta_age_std --epochs 5 --unfreeze_layers 4 --input_mode text --head_type mlp --hidden_dim 0 --loss_name cross_entropy --focal_gamma 1.5 --patience 2 --label_smoothing 0.0 --grad_clip_norm 1.0 --use_age_of_user --start_phase 1
540905,bert_u4_mlp_ce_meta_country_std,complete,transformer,bert,bert-base-uncased,text,4,mlp,cross_entropy,5,auto,2e-5,1e-4,cache_records,fixed_test_csv,1,23358,4122,3534,0.7787,0.5199,0.7852,0.7827,3,1,,,1,bert | text | L4 | mlp | cross_entropy,/home/k/kimsh/cs4248/project/results/slurm_new_540905.log,python -u run_all.py --classifier transformer --model bert --max_length 128 --embed_batch_size 64 --batch_size 32 --eval_batch_size 64 --encoder_lr 2e-5 --classifier_lr 1e-4 --weight_decay 1e-2 --warmup_ratio 0.1 --pooling auto --dropout 0.1 --run_name bert_u4_mlp_ce_meta_country_std --epochs 5 --unfreeze_layers 4 --input_mode text --head_type mlp --hidden_dim 0 --loss_name cross_entropy --focal_gamma 1.5 --patience 2 --label_smoothing 0.0 --grad_clip_norm 1.0 --use_country --start_phase 1
540932,finbert_u4_mlp_ce_meta_time_std,complete,transformer,finbert,ProsusAI/finbert,text,4,mlp,cross_entropy,5,auto,2e-5,1e-4,cache_records,fixed_test_csv,1,23358,4122,3534,0.7666,0.5479,0.7772,0.7742,5,1,1,,,finbert | text | L4 | mlp | cross_entropy,/home/k/kimsh/cs4248/project/results/slurm_new_540932.log,python -u run_all.py --classifier transformer --model finbert --max_length 128 --embed_batch_size 64 --batch_size 32 --eval_batch_size 64 --encoder_lr 2e-5 --classifier_lr 1e-4 --weight_decay 1e-2 --warmup_ratio 0.1 --pooling auto --dropout 0.1 --run_name finbert_u4_mlp_ce_meta_time_std --epochs 5 --unfreeze_layers 4 --input_mode text --head_type mlp --hidden_dim 0 --loss_name cross_entropy --focal_gamma 1.5 --patience 2 --label_smoothing 0.0 --grad_clip_norm 1.0 --use_time_of_tweet --start_phase 1
540961,finbert_u4_mlp_ce_meta_age_std,complete,transformer,finbert,ProsusAI/finbert,text,4,mlp,cross_entropy,5,auto,2e-5,1e-4,cache_records,fixed_test_csv,1,23358,4122,3534,0.7634,0.5446,0.7711,0.7677,3,1,,1,,finbert | text | L4 | mlp | cross_entropy,/home/k/kimsh/cs4248/project/results/slurm_new_540961.log,python -u run_all.py --classifier transformer --model finbert --max_length 128 --embed_batch_size 64 --batch_size 32 --eval_batch_size 64 --encoder_lr 2e-5 --classifier_lr 1e-4 --weight_decay 1e-2 --warmup_ratio 0.1 --pooling auto --dropout 0.1 --run_name finbert_u4_mlp_ce_meta_age_std --epochs 5 --unfreeze_layers 4 --input_mode text --head_type mlp --hidden_dim 0 --loss_name cross_entropy --focal_gamma 1.5 --patience 2 --label_smoothing 0.0 --grad_clip_norm 1.0 --use_age_of_user --start_phase 1
541006,finbert_u4_mlp_ce_meta_country_std,complete,transformer,finbert,ProsusAI/finbert,text,4,mlp,cross_entropy,5,auto,2e-5,1e-4,cache_records,fixed_test_csv,1,23358,4122,3534,0.7662,0.5622,0.7666,0.7629,2,1,,,1,finbert | text | L4 | mlp | cross_entropy,/home/k/kimsh/cs4248/project/results/slurm_new_541006.log,python -u run_all.py --classifier transformer --model finbert --max_length 128 --embed_batch_size 64 --batch_size 32 --eval_batch_size 64 --encoder_lr 2e-5 --classifier_lr 1e-4 --weight_decay 1e-2 --warmup_ratio 0.1 --pooling auto --dropout 0.1 --run_name finbert_u4_mlp_ce_meta_country_std --epochs 5 --unfreeze_layers 4 --input_mode text --head_type mlp --hidden_dim 0 --loss_name cross_entropy --focal_gamma 1.5 --patience 2 --label_smoothing 0.0 --grad_clip_norm 1.0 --use_country --start_phase 1
541030,bert_u4_mlp_ce_std_mean,complete,transformer,bert,bert-base-uncased,text,4,mlp,cross_entropy,5,mean,2e-5,1e-4,cache_tokens,fixed_test_csv,1,23358,4122,3534,0.7734,0.5245,0.7862,0.7832,5,1,,,,bert | text | L4 | mlp | cross_entropy,/home/k/kimsh/cs4248/project/results/slurm_new_541030.log,python -u run_all.py --classifier transformer --model bert --max_length 128 --embed_batch_size 64 --batch_size 32 --eval_batch_size 64 --encoder_lr 2e-5 --classifier_lr 1e-4 --weight_decay 1e-2 --warmup_ratio 0.1 --pooling mean --dropout 0.1 --run_name bert_u4_mlp_ce_std_mean --epochs 5 --unfreeze_layers 4 --input_mode text --head_type mlp --hidden_dim 0 --loss_name cross_entropy --focal_gamma 1.5 --patience 2 --label_smoothing 0.0 --grad_clip_norm 1.0 --start_phase 1
541068,bertweet_u4_mlp_ce_std_mean,complete,transformer,bertweet,vinai/bertweet-base,text,4,mlp,cross_entropy,5,mean,2e-5,1e-4,cache_tokens,fixed_test_csv,1,23358,4122,3534,0.7888,0.5244,0.7823,0.7787,4,1,,,,bertweet | text | L4 | mlp | cross_entropy,/home/k/kimsh/cs4248/project/results/slurm_new_541068.log,python -u run_all.py --classifier transformer --model bertweet --max_length 128 --embed_batch_size 64 --batch_size 32 --eval_batch_size 64 --encoder_lr 2e-5 --classifier_lr 1e-4 --weight_decay 1e-2 --warmup_ratio 0.1 --pooling mean --dropout 0.1 --run_name bertweet_u4_mlp_ce_std_mean --epochs 5 --unfreeze_layers 4 --input_mode text --head_type mlp --hidden_dim 0 --loss_name cross_entropy --focal_gamma 1.5 --patience 2 --label_smoothing 0.0 --grad_clip_norm 1.0 --start_phase 1
541111,finbert_u4_mlp_ce_std_mean,complete,transformer,finbert,ProsusAI/finbert,text,4,mlp,cross_entropy,5,mean,2e-5,1e-4,cache_tokens,fixed_test_csv,1,23358,4122,3534,0.7630,0.5462,0.7696,0.7666,2,1,,,,finbert | text | L4 | mlp | cross_entropy,/home/k/kimsh/cs4248/project/results/slurm_new_541111.log,python -u run_all.py --classifier transformer --model finbert --max_length 128 --embed_batch_size 64 --batch_size 32 --eval_batch_size 64 --encoder_lr 2e-5 --classifier_lr 1e-4 --weight_decay 1e-2 --warmup_ratio 0.1 --pooling mean --dropout 0.1 --run_name finbert_u4_mlp_ce_std_mean --epochs 5 --unfreeze_layers 4 --input_mode text --head_type mlp --hidden_dim 0 --loss_name cross_entropy --focal_gamma 1.5 --patience 2 --label_smoothing 0.0 --grad_clip_norm 1.0 --start_phase 1
541142,bert_u4_mlp_ce_meta_all_low,complete,transformer,bert,bert-base-uncased,text,4,mlp,cross_entropy,5,auto,1e-5,5e-5,cache_records,fixed_test_csv,1,23358,4122,3534,0.7707,0.5264,0.7800,0.7773,5,1,1,1,1,bert | text | L4 | mlp | cross_entropy,/home/k/kimsh/cs4248/project/results/slurm_new_541142.log,python -u run_all.py --classifier transformer --model bert --max_length 128 --embed_batch_size 64 --batch_size 32 --eval_batch_size 64 --encoder_lr 1e-5 --classifier_lr 5e-5 --weight_decay 1e-2 --warmup_ratio 0.1 --pooling auto --dropout 0.1 --run_name bert_u4_mlp_ce_meta_all_low --epochs 5 --unfreeze_layers 4 --input_mode text --head_type mlp --hidden_dim 0 --loss_name cross_entropy --focal_gamma 1.5 --patience 2 --label_smoothing 0.0 --grad_clip_norm 1.0 --use_time_of_tweet --use_age_of_user --use_country --start_phase 1
541167,finbert_u4_mlp_ce_meta_all_low,complete,transformer,finbert,ProsusAI/finbert,text,4,mlp,cross_entropy,5,auto,1e-5,5e-5,cache_records,fixed_test_csv,1,23358,4122,3534,0.7575,0.5545,0.7696,0.7666,5,1,1,1,1,finbert | text | L4 | mlp | cross_entropy,/home/k/kimsh/cs4248/project/results/slurm_new_541167.log,python -u run_all.py --classifier transformer --model finbert --max_length 128 --embed_batch_size 64 --batch_size 32 --eval_batch_size 64 --encoder_lr 1e-5 --classifier_lr 5e-5 --weight_decay 1e-2 --warmup_ratio 0.1 --pooling auto --dropout 0.1 --run_name finbert_u4_mlp_ce_meta_all_low --epochs 5 --unfreeze_layers 4 --input_mode text --head_type mlp --hidden_dim 0 --loss_name cross_entropy --focal_gamma 1.5 --patience 2 --label_smoothing 0.0 --grad_clip_norm 1.0 --use_time_of_tweet --use_age_of_user --use_country --start_phase 1
541440,qwen2_u0_mlp_ce_std,complete,transformer,qwen2,Qwen/Qwen2.5-0.5B,text,0,mlp,cross_entropy,5,auto,2e-5,1e-4,cache_tokens,fixed_test_csv,1,23358,4122,3534,0.6566,0.7563,0.6504,0.6466,5,1,,,,qwen2 | text | L0 | mlp | cross_entropy,/home/k/kimsh/cs4248/project/results/slurm_new_541440.log,python -u run_all.py --classifier transformer --model qwen2 --max_length 128 --embed_batch_size 64 --batch_size 32 --eval_batch_size 64 --encoder_lr 2e-5 --classifier_lr 1e-4 --weight_decay 1e-2 --warmup_ratio 0.1 --pooling auto --dropout 0.1 --run_name qwen2_u0_mlp_ce_std --epochs 5 --unfreeze_layers 0 --input_mode text --head_type mlp --hidden_dim 0 --loss_name cross_entropy --focal_gamma 1.5 --patience 2 --label_smoothing 0.0 --grad_clip_norm 1.0 --start_phase 1
541493,qwen2_u2_mlp_ce_std,complete,transformer,qwen2,Qwen/Qwen2.5-0.5B,text,2,mlp,cross_entropy,5,auto,2e-5,1e-4,cache_tokens,fixed_test_csv,1,23358,4122,3534,0.7388,0.6145,0.7286,0.7258,4,1,,,,qwen2 | text | L2 | mlp | cross_entropy,/home/k/kimsh/cs4248/project/results/slurm_new_541493.log,python -u run_all.py --classifier transformer --model qwen2 --max_length 128 --embed_batch_size 64 --batch_size 32 --eval_batch_size 64 --encoder_lr 2e-5 --classifier_lr 1e-4 --weight_decay 1e-2 --warmup_ratio 0.1 --pooling auto --dropout 0.1 --run_name qwen2_u2_mlp_ce_std --epochs 5 --unfreeze_layers 2 --input_mode text --head_type mlp --hidden_dim 0 --loss_name cross_entropy --focal_gamma 1.5 --patience 2 --label_smoothing 0.0 --grad_clip_norm 1.0 --start_phase 1
541517,qwen2_u12_mlp_ce_std,complete,transformer,qwen2,Qwen/Qwen2.5-0.5B,text,12,mlp,cross_entropy,5,auto,2e-5,1e-4,cache_tokens,fixed_test_csv,1,23358,4122,3534,0.7874,0.5392,0.7844,0.7810,2,1,,,,qwen2 | text | L12 | mlp | cross_entropy,/home/k/kimsh/cs4248/project/results/slurm_new_541517.log,python -u run_all.py --classifier transformer --model qwen2 --max_length 128 --embed_batch_size 64 --batch_size 32 --eval_batch_size 64 --encoder_lr 2e-5 --classifier_lr 1e-4 --weight_decay 1e-2 --warmup_ratio 0.1 --pooling auto --dropout 0.1 --run_name qwen2_u12_mlp_ce_std --epochs 5 --unfreeze_layers 12 --input_mode text --head_type mlp --hidden_dim 0 --loss_name cross_entropy --focal_gamma 1.5 --patience 2 --label_smoothing 0.0 --grad_clip_norm 1.0 --start_phase 1
541527,qwen2_u4_lin_ce_std,complete,transformer,qwen2,Qwen/Qwen2.5-0.5B,text,4,linear,cross_entropy,5,auto,2e-5,1e-4,cache_tokens,fixed_test_csv,1,23358,4122,3534,0.7366,0.6180,0.7381,0.7340,3,1,,,,qwen2 | text | L4 | linear | cross_entropy,/home/k/kimsh/cs4248/project/results/slurm_new_541527.log,python -u run_all.py --classifier transformer --model qwen2 --max_length 128 --embed_batch_size 64 --batch_size 32 --eval_batch_size 64 --encoder_lr 2e-5 --classifier_lr 1e-4 --weight_decay 1e-2 --warmup_ratio 0.1 --pooling auto --dropout 0.1 --run_name qwen2_u4_lin_ce_std --epochs 5 --unfreeze_layers 4 --input_mode text --head_type linear --hidden_dim 0 --loss_name cross_entropy --focal_gamma 1.5 --patience 2 --label_smoothing 0.0 --grad_clip_norm 1.0 --start_phase 1
541557,qwen2_u4_mlp_focal_std,complete,transformer,qwen2,Qwen/Qwen2.5-0.5B,text,4,mlp,focal,5,auto,2e-5,1e-4,cache_tokens,fixed_test_csv,1,23358,4122,3534,0.7463,0.2815,0.7470,0.7431,3,1,,,,qwen2 | text | L4 | mlp | focal,/home/k/kimsh/cs4248/project/results/slurm_new_541557.log,python -u run_all.py --classifier transformer --model qwen2 --max_length 128 --embed_batch_size 64 --batch_size 32 --eval_batch_size 64 --encoder_lr 2e-5 --classifier_lr 1e-4 --weight_decay 1e-2 --warmup_ratio 0.1 --pooling auto --dropout 0.1 --run_name qwen2_u4_mlp_focal_std --epochs 5 --unfreeze_layers 4 --input_mode text --head_type mlp --hidden_dim 0 --loss_name focal --focal_gamma 1.5 --patience 2 --label_smoothing 0.0 --grad_clip_norm 1.0 --start_phase 1
541577,qwen2_u4_mlp_ce_low,complete,transformer,qwen2,Qwen/Qwen2.5-0.5B,text,4,mlp,cross_entropy,5,auto,1e-5,5e-5,cache_tokens,fixed_test_csv,1,23358,4122,3534,0.7137,0.6656,0.7086,0.7043,4,1,,,,qwen2 | text | L4 | mlp | cross_entropy,/home/k/kimsh/cs4248/project/results/slurm_new_541577.log,python -u run_all.py --classifier transformer --model qwen2 --max_length 128 --embed_batch_size 64 --batch_size 32 --eval_batch_size 64 --encoder_lr 1e-5 --classifier_lr 5e-5 --weight_decay 1e-2 --warmup_ratio 0.1 --pooling auto --dropout 0.1 --run_name qwen2_u4_mlp_ce_low --epochs 5 --unfreeze_layers 4 --input_mode text --head_type mlp --hidden_dim 0 --loss_name cross_entropy --focal_gamma 1.5 --patience 2 --label_smoothing 0.0 --grad_clip_norm 1.0 --start_phase 1
541614,qwen2_u4_mlp_ce_std_mean,complete,transformer,qwen2,Qwen/Qwen2.5-0.5B,text,4,mlp,cross_entropy,5,mean,2e-5,1e-4,cache_tokens,fixed_test_csv,1,23358,4122,3534,0.7513,0.5786,0.7559,0.7527,5,1,,,,qwen2 | text | L4 | mlp | cross_entropy,/home/k/kimsh/cs4248/project/results/slurm_new_541614.log,python -u run_all.py --classifier transformer --model qwen2 --max_length 128 --embed_batch_size 64 --batch_size 32 --eval_batch_size 64 --encoder_lr 2e-5 --classifier_lr 1e-4 --weight_decay 1e-2 --warmup_ratio 0.1 --pooling mean --dropout 0.1 --run_name qwen2_u4_mlp_ce_std_mean --epochs 5 --unfreeze_layers 4 --input_mode text --head_type mlp --hidden_dim 0 --loss_name cross_entropy --focal_gamma 1.5 --patience 2 --label_smoothing 0.0 --grad_clip_norm 1.0 --start_phase 1
541643,tinyllama_u0_mlp_ce_std,complete,transformer,tinyllama,TinyLlama/TinyLlama-1.1B-Chat-v1.0,text,0,mlp,cross_entropy,5,auto,2e-5,1e-4,cache_tokens,fixed_test_csv,1,23358,4122,3534,0.6757,0.7037,0.6828,0.6791,5,1,,,,tinyllama | text | L0 | mlp | cross_entropy,/home/k/kimsh/cs4248/project/results/slurm_new_541643.log,python -u run_all.py --classifier transformer --model tinyllama --max_length 128 --embed_batch_size 64 --batch_size 32 --eval_batch_size 64 --encoder_lr 2e-5 --classifier_lr 1e-4 --weight_decay 1e-2 --warmup_ratio 0.1 --pooling auto --dropout 0.1 --run_name tinyllama_u0_mlp_ce_std --epochs 5 --unfreeze_layers 0 --input_mode text --head_type mlp --hidden_dim 0 --loss_name cross_entropy --focal_gamma 1.5 --patience 2 --label_smoothing 0.0 --grad_clip_norm 1.0 --start_phase 1
541682,tinyllama_u2_mlp_ce_std,complete,transformer,tinyllama,TinyLlama/TinyLlama-1.1B-Chat-v1.0,text,2,mlp,cross_entropy,5,auto,2e-5,1e-4,cache_tokens,fixed_test_csv,1,23358,4122,3534,0.7085,0.6481,0.7211,0.7173,5,1,,,,tinyllama | text | L2 | mlp | cross_entropy,/home/k/kimsh/cs4248/project/results/slurm_new_541682.log,python -u run_all.py --classifier transformer --model tinyllama --max_length 128 --embed_batch_size 64 --batch_size 32 --eval_batch_size 64 --encoder_lr 2e-5 --classifier_lr 1e-4 --weight_decay 1e-2 --warmup_ratio 0.1 --pooling auto --dropout 0.1 --run_name tinyllama_u2_mlp_ce_std --epochs 5 --unfreeze_layers 2 --input_mode text --head_type mlp --hidden_dim 0 --loss_name cross_entropy --focal_gamma 1.5 --patience 2 --label_smoothing 0.0 --grad_clip_norm 1.0 --start_phase 1
541719,tinyllama_u12_mlp_ce_std,complete,transformer,tinyllama,TinyLlama/TinyLlama-1.1B-Chat-v1.0,text,12,mlp,cross_entropy,5,auto,2e-5,1e-4,cache_tokens,fixed_test_csv,1,23358,4122,3534,0.7980,0.5015,0.7999,0.7960,1,1,,,,tinyllama | text | L12 | mlp | cross_entropy,/home/k/kimsh/cs4248/project/results/slurm_new_541719.log,python -u run_all.py --classifier transformer --model tinyllama --max_length 128 --embed_batch_size 64 --batch_size 32 --eval_batch_size 64 --encoder_lr 2e-5 --classifier_lr 1e-4 --weight_decay 1e-2 --warmup_ratio 0.1 --pooling auto --dropout 0.1 --run_name tinyllama_u12_mlp_ce_std --epochs 5 --unfreeze_layers 12 --input_mode text --head_type mlp --hidden_dim 0 --loss_name cross_entropy --focal_gamma 1.5 --patience 2 --label_smoothing 0.0 --grad_clip_norm 1.0 --start_phase 1
541758,tinyllama_u4_lin_ce_std,complete,transformer,tinyllama,TinyLlama/TinyLlama-1.1B-Chat-v1.0,text,4,linear,cross_entropy,5,auto,2e-5,1e-4,cache_tokens,fixed_test_csv,1,23358,4122,3534,0.7656,0.5442,0.7669,0.7632,5,1,,,,tinyllama | text | L4 | linear | cross_entropy,/home/k/kimsh/cs4248/project/results/slurm_new_541758.log,python -u run_all.py --classifier transformer --model tinyllama --max_length 128 --embed_batch_size 64 --batch_size 32 --eval_batch_size 64 --encoder_lr 2e-5 --classifier_lr 1e-4 --weight_decay 1e-2 --warmup_ratio 0.1 --pooling auto --dropout 0.1 --run_name tinyllama_u4_lin_ce_std --epochs 5 --unfreeze_layers 4 --input_mode text --head_type linear --hidden_dim 0 --loss_name cross_entropy --focal_gamma 1.5 --patience 2 --label_smoothing 0.0 --grad_clip_norm 1.0 --start_phase 1
541796,tinyllama_u4_mlp_focal_std,complete,transformer,tinyllama,TinyLlama/TinyLlama-1.1B-Chat-v1.0,text,4,mlp,focal,5,auto,2e-5,1e-4,cache_tokens,fixed_test_csv,1,23358,4122,3534,0.7526,0.2622,0.7591,0.7552,2,1,,,,tinyllama | text | L4 | mlp | focal,/home/k/kimsh/cs4248/project/results/slurm_new_541796.log,python -u run_all.py --classifier transformer --model tinyllama --max_length 128 --embed_batch_size 64 --batch_size 32 --eval_batch_size 64 --encoder_lr 2e-5 --classifier_lr 1e-4 --weight_decay 1e-2 --warmup_ratio 0.1 --pooling auto --dropout 0.1 --run_name tinyllama_u4_mlp_focal_std --epochs 5 --unfreeze_layers 4 --input_mode text --head_type mlp --hidden_dim 0 --loss_name focal --focal_gamma 1.5 --patience 2 --label_smoothing 0.0 --grad_clip_norm 1.0 --start_phase 1
541820,tinyllama_u4_mlp_ce_low,complete,transformer,tinyllama,TinyLlama/TinyLlama-1.1B-Chat-v1.0,text,4,mlp,cross_entropy,5,auto,1e-5,5e-5,cache_tokens,fixed_test_csv,1,23358,4122,3534,0.7019,0.6345,0.7212,0.7176,4,1,,,,tinyllama | text | L4 | mlp | cross_entropy,/home/k/kimsh/cs4248/project/results/slurm_new_541820.log,python -u run_all.py --classifier transformer --model tinyllama --max_length 128 --embed_batch_size 64 --batch_size 32 --eval_batch_size 64 --encoder_lr 1e-5 --classifier_lr 5e-5 --weight_decay 1e-2 --warmup_ratio 0.1 --pooling auto --dropout 0.1 --run_name tinyllama_u4_mlp_ce_low --epochs 5 --unfreeze_layers 4 --input_mode text --head_type mlp --hidden_dim 0 --loss_name cross_entropy --focal_gamma 1.5 --patience 2 --label_smoothing 0.0 --grad_clip_norm 1.0 --start_phase 1
541845,tinyllama_u4_mlp_ce_std_mean,complete,transformer,tinyllama,TinyLlama/TinyLlama-1.1B-Chat-v1.0,text,4,mlp,cross_entropy,5,mean,2e-5,1e-4,cache_tokens,fixed_test_csv,1,23358,4122,3534,0.7579,0.5907,0.7619,0.7581,5,1,,,,tinyllama | text | L4 | mlp | cross_entropy,/home/k/kimsh/cs4248/project/results/slurm_new_541845.log,python -u run_all.py --classifier transformer --model tinyllama --max_length 128 --embed_batch_size 64 --batch_size 32 --eval_batch_size 64 --encoder_lr 2e-5 --classifier_lr 1e-4 --weight_decay 1e-2 --warmup_ratio 0.1 --pooling mean --dropout 0.1 --run_name tinyllama_u4_mlp_ce_std_mean --epochs 5 --unfreeze_layers 4 --input_mode text --head_type mlp --hidden_dim 0 --loss_name cross_entropy --focal_gamma 1.5 --patience 2 --label_smoothing 0.0 --grad_clip_norm 1.0 --start_phase 1
541888,qwen2_linear,complete,linear,qwen2,Qwen/Qwen2.5-0.5B,,,,,,auto,2e-5,1e-4,,fixed_test_csv,1,23358,4122,,0.6469,,0.6373,0.6361,,1,,,,qwen2 | linear,/home/k/kimsh/cs4248/project/results/slurm_new_541888.log,python -u run_all.py --classifier linear --model qwen2 --max_length 128 --embed_batch_size 64 --batch_size 32 --eval_batch_size 64 --encoder_lr 2e-5 --classifier_lr 1e-4 --weight_decay 1e-2 --warmup_ratio 0.1 --pooling auto --dropout 0.1 --run_name qwen2_linear --start_phase 1
541894,tinyllama_linear,complete,linear,tinyllama,TinyLlama/TinyLlama-1.1B-Chat-v1.0,,,,,,auto,2e-5,1e-4,,fixed_test_csv,1,23358,4122,,0.6650,,0.6675,0.6653,,1,,,,tinyllama | linear,/home/k/kimsh/cs4248/project/results/slurm_new_541894.log,python -u run_all.py --classifier linear --model tinyllama --max_length 128 --embed_batch_size 64 --batch_size 32 --eval_batch_size 64 --encoder_lr 2e-5 --classifier_lr 1e-4 --weight_decay 1e-2 --warmup_ratio 0.1 --pooling auto --dropout 0.1 --run_name tinyllama_linear --start_phase 1

