job_id	run_name	job_name	spec
547511	bert_u4_mlp_focal_std_cleaned_vader	sweep-bert_u4_mlp_focal_std_cleaned_vader	RUN_NAME=bert_u4_mlp_focal_std_cleaned_vader CLASSIFIER=transformer MODEL=bert START_PHASE=1 INPUT_MODE=text UNFREEZE_LAYERS=4 HEAD_TYPE=mlp LOSS_NAME=focal POOLING=auto ENCODER_LR=2e-5 CLASSIFIER_LR=1e-4 USE_CLEANED_DATASET=1 USE_VADER_FEATURES=1
547544	bertweet_u12_mlp_ce_std_cleaned_vader	sweep-bertweet_u12_mlp_ce_std_cleaned_vader	RUN_NAME=bertweet_u12_mlp_ce_std_cleaned_vader CLASSIFIER=transformer MODEL=bertweet START_PHASE=1 INPUT_MODE=text UNFREEZE_LAYERS=12 HEAD_TYPE=mlp LOSS_NAME=cross_entropy POOLING=auto ENCODER_LR=2e-5 CLASSIFIER_LR=1e-4 USE_CLEANED_DATASET=1 USE_VADER_FEATURES=1
547552	finbert_u12_mlp_ce_std_cleaned_vader	sweep-finbert_u12_mlp_ce_std_cleaned_vader	RUN_NAME=finbert_u12_mlp_ce_std_cleaned_vader CLASSIFIER=transformer MODEL=finbert START_PHASE=1 INPUT_MODE=text UNFREEZE_LAYERS=12 HEAD_TYPE=mlp LOSS_NAME=cross_entropy POOLING=auto ENCODER_LR=2e-5 CLASSIFIER_LR=1e-4 USE_CLEANED_DATASET=1 USE_VADER_FEATURES=1
547575	tinyllama_u12_mlp_ce_std_cleaned_vader	sweep-tinyllama_u12_mlp_ce_std_cleaned_vader	RUN_NAME=tinyllama_u12_mlp_ce_std_cleaned_vader CLASSIFIER=transformer MODEL=tinyllama START_PHASE=1 INPUT_MODE=text UNFREEZE_LAYERS=12 HEAD_TYPE=mlp LOSS_NAME=cross_entropy POOLING=auto ENCODER_LR=2e-5 CLASSIFIER_LR=1e-4 USE_CLEANED_DATASET=1 USE_VADER_FEATURES=1
547595	finbert_linear_cleaned_afinn	sweep-finbert_linear_cleaned_afinn	RUN_NAME=finbert_linear_cleaned_afinn CLASSIFIER=linear MODEL=finbert START_PHASE=1 USE_CLEANED_DATASET=1 USE_AFINN_FEATURES=1
547601	bert_u4_mlp_focal_std_cleaned_afinn	sweep-bert_u4_mlp_focal_std_cleaned_afinn	RUN_NAME=bert_u4_mlp_focal_std_cleaned_afinn CLASSIFIER=transformer MODEL=bert START_PHASE=1 INPUT_MODE=text UNFREEZE_LAYERS=4 HEAD_TYPE=mlp LOSS_NAME=focal POOLING=auto ENCODER_LR=2e-5 CLASSIFIER_LR=1e-4 USE_CLEANED_DATASET=1 USE_AFINN_FEATURES=1
547620	bertweet_u12_mlp_ce_std_cleaned_afinn	sweep-bertweet_u12_mlp_ce_std_cleaned_afinn	RUN_NAME=bertweet_u12_mlp_ce_std_cleaned_afinn CLASSIFIER=transformer MODEL=bertweet START_PHASE=1 INPUT_MODE=text UNFREEZE_LAYERS=12 HEAD_TYPE=mlp LOSS_NAME=cross_entropy POOLING=auto ENCODER_LR=2e-5 CLASSIFIER_LR=1e-4 USE_CLEANED_DATASET=1 USE_AFINN_FEATURES=1
547660	finbert_u12_mlp_ce_std_cleaned_afinn	sweep-finbert_u12_mlp_ce_std_cleaned_afinn	RUN_NAME=finbert_u12_mlp_ce_std_cleaned_afinn CLASSIFIER=transformer MODEL=finbert START_PHASE=1 INPUT_MODE=text UNFREEZE_LAYERS=12 HEAD_TYPE=mlp LOSS_NAME=cross_entropy POOLING=auto ENCODER_LR=2e-5 CLASSIFIER_LR=1e-4 USE_CLEANED_DATASET=1 USE_AFINN_FEATURES=1
547675	tinyllama_u12_mlp_ce_std_cleaned_afinn	sweep-tinyllama_u12_mlp_ce_std_cleaned_afinn	RUN_NAME=tinyllama_u12_mlp_ce_std_cleaned_afinn CLASSIFIER=transformer MODEL=tinyllama START_PHASE=1 INPUT_MODE=text UNFREEZE_LAYERS=12 HEAD_TYPE=mlp LOSS_NAME=cross_entropy POOLING=auto ENCODER_LR=2e-5 CLASSIFIER_LR=1e-4 USE_CLEANED_DATASET=1 USE_AFINN_FEATURES=1
547704	finbert_linear_cleaned_vader_afinn	sweep-finbert_linear_cleaned_vader_afinn	RUN_NAME=finbert_linear_cleaned_vader_afinn CLASSIFIER=linear MODEL=finbert START_PHASE=1 USE_CLEANED_DATASET=1 USE_VADER_FEATURES=1 USE_AFINN_FEATURES=1
547707	bert_u4_mlp_focal_std_cleaned_vader_afinn	sweep-bert_u4_mlp_focal_std_cleaned_vader_afinn	RUN_NAME=bert_u4_mlp_focal_std_cleaned_vader_afinn CLASSIFIER=transformer MODEL=bert START_PHASE=1 INPUT_MODE=text UNFREEZE_LAYERS=4 HEAD_TYPE=mlp LOSS_NAME=focal POOLING=auto ENCODER_LR=2e-5 CLASSIFIER_LR=1e-4 USE_CLEANED_DATASET=1 USE_VADER_FEATURES=1 USE_AFINN_FEATURES=1
547727	bertweet_u12_mlp_ce_std_cleaned_vader_afinn	sweep-bertweet_u12_mlp_ce_std_cleaned_vader_afinn	RUN_NAME=bertweet_u12_mlp_ce_std_cleaned_vader_afinn CLASSIFIER=transformer MODEL=bertweet START_PHASE=1 INPUT_MODE=text UNFREEZE_LAYERS=12 HEAD_TYPE=mlp LOSS_NAME=cross_entropy POOLING=auto ENCODER_LR=2e-5 CLASSIFIER_LR=1e-4 USE_CLEANED_DATASET=1 USE_VADER_FEATURES=1 USE_AFINN_FEATURES=1
547743	finbert_u12_mlp_ce_std_cleaned_vader_afinn	sweep-finbert_u12_mlp_ce_std_cleaned_vader_afinn	RUN_NAME=finbert_u12_mlp_ce_std_cleaned_vader_afinn CLASSIFIER=transformer MODEL=finbert START_PHASE=1 INPUT_MODE=text UNFREEZE_LAYERS=12 HEAD_TYPE=mlp LOSS_NAME=cross_entropy POOLING=auto ENCODER_LR=2e-5 CLASSIFIER_LR=1e-4 USE_CLEANED_DATASET=1 USE_VADER_FEATURES=1 USE_AFINN_FEATURES=1
547760	tinyllama_u12_mlp_ce_std_cleaned_vader_afinn	sweep-tinyllama_u12_mlp_ce_std_cleaned_vader_afinn	RUN_NAME=tinyllama_u12_mlp_ce_std_cleaned_vader_afinn CLASSIFIER=transformer MODEL=tinyllama START_PHASE=1 INPUT_MODE=text UNFREEZE_LAYERS=12 HEAD_TYPE=mlp LOSS_NAME=cross_entropy POOLING=auto ENCODER_LR=2e-5 CLASSIFIER_LR=1e-4 USE_CLEANED_DATASET=1 USE_VADER_FEATURES=1 USE_AFINN_FEATURES=1
